Rule ID,Rule Name,Rule Description,Visa Type,Eligibility Criteria,Application Fee,Processing Time,Required Documents,Additional Notes
862,Tier 4 Student,Allows family members of UK residents to join them in the UK.,Family,"Family relationship proof, sufficient funds","£1,021",8 weeks,"Passport, business plan, endorsement letter, financial proof",Max 6 months stay per visit.
863,Tier 2 Work Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Business,"Innovative business idea, proof of funds, endorsement by an approved body",£610,8 weeks,"Passport, business plan, endorsement letter, financial proof",Family visa holders can apply for indefinite leave to remain after 5 years.
864,Family Visa,For international students pursuing a course in the UK.,Visitor,Must have sufficient funds for the duration of stay and intention to return,£610,3 weeks,"Passport, business plan, endorsement letter, financial proof",Family visa holders can apply for indefinite leave to remain after 5 years.
865,Innovator Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Family,Must have sufficient funds for the duration of stay and intention to return,£348,12 weeks,"Passport, business plan, endorsement letter, financial proof",Sponsorship from a licensed UK employer required.
866,Visitor Visa,Allows family members of UK residents to join them in the UK.,Business,Must have sufficient funds for the duration of stay and intention to return,£610,12 weeks,"Passport, CoS, qualifications, proof of funds",Sponsorship from a licensed UK employer required.
867,Family Visa,For experienced business people seeking to establish an innovative business in the UK.,Visitor,Must have sufficient funds for the duration of stay and intention to return,£95,3 weeks,"Passport, bank statements, travel itinerary",Must maintain the endorsement and continue business activities.
868,Tier 2 Work Visa,For experienced business people seeking to establish an innovative business in the UK.,Family,"Job offer, Certificate of Sponsorship, appropriate salary","£1,523",3 weeks,"Passport, relationship proof, financial proof",Can work part-time during term and full-time during breaks.
869,Visitor Visa,Allows family members of UK residents to join them in the UK.,Family,Must have sufficient funds for the duration of stay and intention to return,"£1,523",8 weeks,"Passport, CAS, financial proof, TB test",Sponsorship from a licensed UK employer required.
870,Tier 2 Work Visa,For experienced business people seeking to establish an innovative business in the UK.,Family,"Innovative business idea, proof of funds, endorsement by an approved body","£1,021",12 weeks,"Passport, relationship proof, financial proof",Max 6 months stay per visit.
871,Innovator Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Work,"Innovative business idea, proof of funds, endorsement by an approved body",£610,3 weeks,"Passport, CAS, financial proof, TB test",Must maintain the endorsement and continue business activities.
872,Tier 2 Work Visa,For experienced business people seeking to establish an innovative business in the UK.,Family,"Job offer, Certificate of Sponsorship, appropriate salary",£610,6 months,"Passport, CAS, financial proof, TB test",Sponsorship from a licensed UK employer required.
873,Tier 4 Student,Allows family members of UK residents to join them in the UK.,Visitor,"Family relationship proof, sufficient funds","£1,523",8 weeks,"Passport, CAS, financial proof, TB test",Sponsorship from a licensed UK employer required.
874,Innovator Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Work,"Innovative business idea, proof of funds, endorsement by an approved body","£1,021",12 weeks,"Passport, CoS, qualifications, proof of funds",Max 6 months stay per visit.
875,Family Visa,Allows family members of UK residents to join them in the UK.,Visitor,"Accepted by a UK institution, proof of funds, English proficiency",£348,3 weeks,"Passport, relationship proof, financial proof",Sponsorship from a licensed UK employer required.
876,Tier 2 Work Visa,Allows family members of UK residents to join them in the UK.,Visitor,"Accepted by a UK institution, proof of funds, English proficiency","£1,021",3 weeks,"Passport, relationship proof, financial proof",Family visa holders can apply for indefinite leave to remain after 5 years.
877,Tier 2 Work Visa,For experienced business people seeking to establish an innovative business in the UK.,Family,"Job offer, Certificate of Sponsorship, appropriate salary",£610,8 weeks,"Passport, CAS, financial proof, TB test",Family visa holders can apply for indefinite leave to remain after 5 years.
878,Family Visa,Allows individuals to visit the UK for tourism or family visits.,Business,"Family relationship proof, sufficient funds",£95,6 months,"Passport, bank statements, travel itinerary",Can work part-time during term and full-time during breaks.
879,Tier 4 Student,For experienced business people seeking to establish an innovative business in the UK.,Work,"Family relationship proof, sufficient funds",£610,8 weeks,"Passport, bank statements, travel itinerary",Sponsorship from a licensed UK employer required.
880,Tier 4 Student,Allows family members of UK residents to join them in the UK.,Student,"Innovative business idea, proof of funds, endorsement by an approved body",£348,3 weeks,"Passport, business plan, endorsement letter, financial proof",Family visa holders can apply for indefinite leave to remain after 5 years.
881,Family Visa,For international students pursuing a course in the UK.,Visitor,"Accepted by a UK institution, proof of funds, English proficiency",£348,3 weeks,"Passport, CAS, financial proof, TB test",Sponsorship from a licensed UK employer required.
882,Family Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Business,"Family relationship proof, sufficient funds",£610,12 weeks,"Passport, bank statements, travel itinerary",Must maintain the endorsement and continue business activities.
883,Visitor Visa,Allows family members of UK residents to join them in the UK.,Visitor,"Innovative business idea, proof of funds, endorsement by an approved body","£1,523",6 months,"Passport, business plan, endorsement letter, financial proof",Must maintain the endorsement and continue business activities.
884,Family Visa,For international students pursuing a course in the UK.,Student,"Accepted by a UK institution, proof of funds, English proficiency",£95,12 weeks,"Passport, bank statements, travel itinerary",Family visa holders can apply for indefinite leave to remain after 5 years.
885,Visitor Visa,Allows family members of UK residents to join them in the UK.,Visitor,Must have sufficient funds for the duration of stay and intention to return,"£1,523",8 weeks,"Passport, business plan, endorsement letter, financial proof",Sponsorship from a licensed UK employer required.
886,Family Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Family,Must have sufficient funds for the duration of stay and intention to return,£610,12 weeks,"Passport, business plan, endorsement letter, financial proof",Max 6 months stay per visit.
887,Visitor Visa,For international students pursuing a course in the UK.,Family,Must have sufficient funds for the duration of stay and intention to return,£348,8 weeks,"Passport, CoS, qualifications, proof of funds",Can work part-time during term and full-time during breaks.
